Date,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2024-01-11,3128.31,398.77,1749.43,2.39,3.60,36.38,9.17,3.42,10.46,3450.03,15218.93,535.14,698.66,1556.64,17495.44,5347.09,1967.36,401.59,795.59,22.56,1221.22,1488.99,4.44,121.18,34.02,711.41,16.20,2299.20,5449.28,134.16,2403.05,16.82,327.53,93.93,34.44,115.81,40.77,111.81,231.30,150.94,235.04,38.88,41.37,19.99,0.27,7.76,31.44,7.73,11.97,17.43,1.81,26.61,7.99,4.10,0.36,6.28,10.62,9.88,2.66,7.05,7.44,156.85,7.28,6.14,1.55,4.61,7.01,false
2024-01-16,1468.95,256.78,1610.41,1.60,3.18,29.53,5.66,2.28,11.90,3139.62,13629.95,430.13,445.70,947.04,16211.44,3906.55,1328.77,373.46,1285.20,15.65,1134.28,1302.97,2.17,120.83,19.94,464.33,7.24,1729.14,4008.47,109.41,1590.48,8.81,159.08,55.01,30.36,12.02,14.81,76.32,102.54,59.11,193.43,15.10,23.90,6.83,0.09,12.81,13.27,5.71,6.60,11.70,0.92,15.67,5.73,2.62,0.36,4.19,6.92,7.08,2.08,4.14,4.81,102.84,4.58,4.49,1.05,3.11,4.89,false
2024-01-17,1714.81,284.42,1731.08,1.60,3.13,26.18,5.82,2.42,1509.13,3161.51,13975.38,439.85,460.33,1463.77,16372.49,3800.60,1347.67,478.57,960.43,15.55,1135.29,2399.23,2.56,121.31,22.07,501.08,9.20,1654.22,4265.78,92.45,2865.48,9.33,203.44,66.72,29.84,32.17,23.80,86.05,134.67,62.98,141.95,14.67,23.48,13.51,0.07,9.98,13.89,5.32,6.67,11.29,0.95,15.52,5.19,2.58,0.25,4.05,6.70,6.70,1.82,4.18,4.54,99.77,4.55,4.24,1.01,2.93,4.67,false
2024-01-18,1739.88,284.30,1738.91,1.60,3.16,27.63,5.92,2.43,1510.12,3160.81,13853.60,438.02,477.85,1460.00,16021.92,3800.60,1341.42,477.32,1076.43,15.69,1105.86,2445.28,2.57,121.31,22.16,505.72,9.17,1727.07,4322.25,100.27,2940.56,9.51,203.07,66.56,29.81,32.15,23.79,85.97,134.47,63.90,158.55,14.90,23.74,13.68,0.08,10.20,13.89,5.60,6.95,11.86,0.98,16.15,5.46,2.69,0.25,4.25,7.04,7.09,1.95,4.36,4.73,104.19,4.74,4.47,1.06,3.09,4.90,false
2024-01-19,2480.32,288.00,1821.53,1.81,3.46,45.96,7.52,3.17,1510.62,3161.51,13975.38,439.85,668.79,1499.89,16372.49,3800.60,1424.17,478.57,1096.43,18.03,1173.14,1357.79,2.73,121.31,25.71,565.28,9.56,2122.97,4821.11,167.59,2024.95,12.70,230.76,67.43,29.84,47.12,23.82,88.07,161.27,107.03,358.43,29.42,40.93,18.44,0.68,11.96,29.03,9.49,11.18,17.86,1.89,26.10,9.62,4.68,0.25,7.63,11.97,12.52,3.74,7.01,7.92,174.99,7.14,7.25,1.82,5.28,8.20,false
2024-01-20,2126.40,353.90,2055.24,2.12,3.65,32.00,7.34,3.17,1510.13,4229.73,18409.96,559.80,569.96,1786.20,21732.93,5951.82,1770.73,584.22,1077.55,20.30,1518.74,1539.65,3.55,122.24,27.14,660.94,12.08,2088.09,5456.09,106.59,2012.40,12.28,254.96,85.77,39.19,35.60,27.77,109.36,166.68,87.20,158.55,22.17,41.23,9.90,0.09,14.23,27.11,6.43,8.47,13.86,1.19,19.43,6.24,3.18,0.25,4.96,8.23,7.99,2.19,5.15,5.58,122.97,5.67,5.18,1.25,3.57,5.73,false
2024-01-21,1609.33,282.94,1614.14,1.59,3.17,27.64,5.92,2.43,1510.12,3161.51,13975.14,439.85,477.10,1462.61,16372.31,3800.60,1351.65,478.54,1076.43,15.79,1135.25,1303.87,2.54,121.31,22.16,504.32,9.14,1723.10,4323.56,100.25,1501.64,9.47,203.17,66.59,29.84,32.17,23.75,86.00,134.53,55.68,158.55,14.73,22.84,6.57,0.08,10.04,13.15,5.60,6.92,11.84,0.98,16.11,5.45,2.69,0.25,4.25,7.03,7.09,1.95,4.35,4.73,104.09,4.73,4.47,1.06,3.09,4.90,false
2024-01-22,1557.01,277.02,1613.82,1.57,3.16,27.55,5.87,2.38,1510.12,3161.51,13974.18,439.85,473.97,1454.77,16371.59,3800.60,1351.57,478.44,1076.43,15.74,1135.04,1296.03,2.42,121.31,21.93,491.68,8.87,1695.42,4288.28,99.86,1641.48,9.22,202.07,66.05,29.84,32.16,23.56,85.79,133.99,50.46,158.55,14.02,19.06,6.08,0.08,9.31,10.10,5.54,6.73,11.69,0.96,15.89,5.39,2.66,0.25,4.20,6.94,7.06,1.93,4.30,4.67,102.87,4.66,4.42,1.04,3.06,4.84,false
2024-01-23,2161.17,349.76,1893.07,4.06,5.69,42.77,7.53,5.45,1510.13,5017.40,21216.20,644.92,620.13,1978.96,25429.48,6623.97,2040.95,581.58,1078.42,20.23,1731.69,1607.85,3.57,122.36,28.66,679.51,11.63,2178.68,5698.21,107.64,2351.90,12.83,245.70,87.24,22.33,50.63,29.79,79.56,155.91,87.40,158.55,22.04,34.43,9.80,0.09,11.17,23.03,6.88,9.18,15.04,1.31,21.30,6.59,3.50,0.25,5.40,8.94,8.83,2.30,5.69,6.08,137.65,6.21,5.60,1.35,3.87,6.16,false
2024-01-24,2444.99,320.36,1890.65,7.74,9.17,60.90,6.83,9.41,1507.90,4138.64,17976.44,556.06,539.41,1820.24,21391.02,4216.13,1721.65,568.10,816.52,17.92,1470.98,1378.44,3.15,122.00,28.72,656.20,11.19,1843.33,5432.71,89.28,2253.82,11.14,306.00,92.44,31.49,49.29,31.01,113.16,210.99,96.40,121.20,15.93,25.61,15.35,0.07,10.12,15.55,5.79,7.71,12.64,1.12,17.87,5.57,2.95,0.25,4.53,7.50,7.39,1.89,4.82,5.15,127.59,5.22,4.66,1.14,3.21,5.17,false
2024-01-25,2625.18,429.50,1947.02,1.91,3.51,30.84,7.09,2.91,1510.12,3209.89,14584.79,446.35,553.55,1593.92,16509.57,4912.52,1404.54,552.72,1076.43,22.15,1159.52,1495.28,3.69,121.94,28.65,687.79,12.04,2074.93,5479.48,162.89,1964.08,12.28,351.38,85.29,51.30,53.50,37.67,168.27,263.33,97.89,158.55,28.64,30.93,18.18,0.09,11.15,19.88,6.36,8.51,13.82,1.22,19.71,6.27,3.12,0.25,4.90,8.18,7.93,2.18,5.18,5.48,122.89,5.54,5.04,1.23,3.49,5.63,false
2024-01-26,3002.22,380.28,2271.52,2.27,3.87,33.24,8.01,3.46,1510.13,4991.41,21507.58,643.08,642.44,2009.69,25305.53,7658.30,2064.07,727.65,1078.34,22.82,1750.17,1686.68,3.86,122.93,36.03,714.31,13.08,2260.40,6102.14,114.56,2667.33,13.66,430.65,97.55,35.24,51.79,143.94,226.99,330.02,101.75,158.55,27.22,39.15,11.50,0.98,12.73,25.02,7.01,9.33,15.36,1.34,21.81,6.72,3.55,0.25,5.48,9.08,8.92,2.34,5.78,6.17,139.47,6.30,5.68,1.38,3.92,6.27,false
2024-01-27,1904.18,317.15,2034.58,2.45,4.55,35.06,9.64,3.19,1512.33,5141.48,22025.47,849.48,888.84,1948.08,26556.42,16593.32,2292.58,556.82,1329.85,20.94,1766.81,1585.26,2.66,176.06,28.22,602.54,9.05,2218.10,5657.95,161.91,3054.82,12.46,213.10,69.06,25.50,41.38,24.20,79.23,141.79,68.87,575.75,25.57,18.53,11.31,0.10,7.72,10.98,7.26,8.36,14.72,1.52,22.05,6.60,3.56,0.25,5.72,9.43,9.37,2.72,5.84,6.74,138.90,6.64,5.91,1.45,4.24,6.62,false
2024-01-28,2208.60,380.39,1759.11,2.15,3.58,33.45,7.03,3.23,1510.19,3882.11,15925.62,1817.44,555.04,1686.62,16495.00,8094.91,1600.12,560.05,984.05,16.50,1117.11,1520.86,3.30,121.13,26.84,620.68,10.10,2069.65,5225.06,130.06,2240.85,13.38,281.27,74.97,32.03,82.61,28.23,97.38,204.29,77.11,178.01,20.73,29.28,10.14,0.24,9.08,20.35,6.85,9.06,14.19,1.38,21.68,6.61,3.58,0.25,5.37,9.09,8.83,2.49,5.60,6.22,130.53,5.97,5.50,1.38,3.91,6.10,false
2024-01-29,799.88,218.50,882.24,1.10,2.68,16.95,4.02,1.64,1505.92,3152.49,13155.77,426.50,297.81,1257.97,15988.14,3797.21,1265.44,334.71,583.43,10.94,1066.65,850.77,1.35,120.35,15.74,310.20,4.77,1062.01,2962.61,54.93,1121.47,5.98,86.73,36.43,6.53,10.62,9.43,27.99,49.11,28.22,88.00,10.08,7.34,3.66,0.05,4.26,3.85,3.49,3.96,7.20,0.59,10.20,3.40,1.71,0.25,2.59,4.28,4.43,1.15,2.66,3.14,66.32,2.96,2.78,0.65,1.93,3.03,false
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-03-01,76.53,11.84,101.21,0.04,0.05,0.67,0.20,0.09,0.00,2.93,234.65,4.68,8.30,24.38,57.75,1.14,19.87,27.46,0.00,0.59,8.22,27.67,0.11,0.13,0.72,15.62,0.68,24.46,187.03,0.99,1.64,0.21,16.67,3.31,4.69,0.77,2.48,11.33,12.80,1.57,0.00,0.25,0.96,0.18,0.00,0.22,0.73,0.06,0.07,0.23,0.01,0.14,0.05,0.02,,0.04,0.06,0.05,0.01,0.04,0.05,1.13,0.05,0.04,0.01,0.02,0.05,false
2024-03-03,2465.87,468.17,1560.05,2.15,1.87,27.33,6.29,3.52,1006.68,3161.41,13655.83,380.33,474.85,1654.13,16575.36,3800.63,1311.06,419.63,3.43,19.61,1118.40,1441.91,3.77,122.02,32.81,783.27,12.04,2314.93,5127.96,202.44,1140.86,13.51,247.58,85.11,20.58,53.70,24.08,85.84,159.47,128.75,87.50,60.28,38.99,17.83,0.13,17.81,20.96,5.73,8.38,12.29,1.31,19.01,5.36,3.09,0.25,4.63,7.96,7.40,2.04,5.08,5.09,115.19,5.32,4.41,1.28,3.24,5.34,false
2024-03-04,2877.95,388.27,1333.58,1.79,1.79,24.62,6.11,3.16,1006.70,3158.20,13394.21,374.08,447.10,1613.79,16231.06,3799.03,1288.86,457.26,3.43,21.26,1110.59,1280.70,3.25,169.03,26.77,630.54,9.40,2028.90,5560.49,154.33,1464.52,11.88,350.29,78.60,16.57,63.03,108.64,154.21,269.25,130.60,87.50,51.66,34.83,16.28,0.84,12.52,21.16,5.30,7.38,11.57,1.20,17.46,4.93,2.90,0.25,4.32,7.41,7.14,1.87,4.65,4.72,108.89,4.91,4.12,1.16,2.98,4.98,false
2024-03-05,2469.19,381.30,1380.52,1.75,1.85,25.11,6.37,3.31,1006.70,3182.24,13465.71,374.08,450.45,1630.55,16479.97,3799.03,1295.62,396.47,3.43,19.42,1123.67,1274.00,3.35,169.21,27.18,679.10,9.77,2096.94,5465.97,154.11,1258.55,12.30,271.28,81.03,34.08,63.14,22.11,97.26,187.79,119.75,87.50,48.35,34.00,16.92,0.14,12.80,20.95,5.46,7.47,11.54,1.24,17.81,5.03,2.99,0.25,4.37,7.64,7.17,1.90,4.73,4.91,110.62,4.99,4.18,1.16,3.02,5.06,false
2024-03-06,2217.71,391.15,1383.77,1.80,2.04,24.44,6.34,3.02,1007.06,3165.17,13421.65,374.08,464.00,1631.00,16399.81,3799.03,1398.62,391.89,10.82,17.43,1109.60,1331.11,3.20,205.01,26.59,652.77,9.53,2154.98,4807.89,156.99,1304.35,12.66,239.92,74.07,17.69,62.84,37.79,84.35,163.39,103.15,128.16,38.93,31.83,20.63,0.50,12.85,18.60,5.52,7.55,11.62,1.26,18.43,5.07,3.02,0.25,4.53,7.86,7.37,1.97,4.86,5.20,111.73,5.13,4.29,1.21,3.16,5.22,false
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-03-13,535.36,68.97,649.52,0.60,0.88,13.57,2.47,0.94,5.36,1792.39,7563.64,209.14,218.66,496.90,8977.14,2550.41,735.30,194.84,628.33,7.26,609.10,621.42,0.83,1.59,6.99,186.77,2.74,787.80,1916.98,49.71,874.64,3.78,59.08,22.22,8.55,5.48,7.67,25.32,35.63,17.37,89.64,6.55,4.93,2.63,0.04,2.15,2.20,2.57,2.83,5.52,0.41,7.21,2.34,1.24,,1.96,3.21,3.41,0.95,1.92,2.06,47.18,2.12,2.12,0.49,1.47,2.27,false
2024-03-14,1708.87,164.38,1421.16,1.56,1.74,25.96,5.26,2.00,9.96,3317.03,14028.11,395.37,481.20,1014.76,16869.31,3073.13,1373.33,361.87,1159.04,14.47,1145.03,1290.83,2.24,2.80,15.71,440.60,7.88,1710.97,3799.29,156.67,1477.61,8.78,152.73,54.99,15.71,33.71,23.02,55.57,95.21,68.22,172.01,35.51,12.34,11.11,0.13,4.17,6.80,5.47,6.97,12.10,0.95,16.45,5.03,2.76,,4.33,7.18,7.29,2.00,4.53,4.68,103.68,4.79,4.55,1.07,3.29,4.95,false
2024-03-15,1662.71,251.47,1622.25,1.54,1.87,26.26,5.48,2.42,8.91,3496.32,15265.15,406.52,471.83,1070.22,17782.25,6711.54,1503.75,417.09,1011.28,18.15,1226.80,1464.44,2.59,3.36,18.48,531.75,8.46,1888.52,4353.32,207.89,1714.58,10.47,172.39,61.86,22.34,30.29,23.20,68.72,107.45,75.51,167.53,31.81,21.31,13.44,0.24,7.48,12.44,5.37,6.96,12.03,1.03,17.49,4.91,2.83,,4.35,7.29,7.29,2.06,4.55,5.01,104.76,4.91,4.47,1.14,3.30,5.07,false
2024-03-16,1792.25,164.20,1560.76,1.47,2.53,21.78,7.04,2.19,8.12,3852.42,16026.76,474.04,851.88,1162.72,20429.53,2448.72,1763.83,396.23,888.78,17.79,1355.37,1189.21,2.01,77.23,18.41,430.13,6.55,1697.85,4042.03,133.08,1344.83,9.68,169.26,59.50,18.91,19.96,17.12,73.43,107.65,82.99,667.40,29.12,16.24,16.41,0.09,5.12,9.99,5.41,6.56,11.42,1.25,15.72,4.58,2.69,,4.46,7.28,7.07,2.10,4.57,4.51,120.91,5.32,4.51,1.11,3.28,5.11,false
2024-03-17,1728.11,143.08,1336.71,1.36,2.24,20.82,5.74,2.01,6.96,3744.17,16174.97,473.76,534.56,1192.23,19855.01,2692.48,1746.90,441.67,708.01,16.22,1364.40,1277.74,1.86,42.41,15.15,386.67,5.97,1565.15,3924.76,88.64,1595.92,9.61,166.74,50.67,21.02,10.87,16.82,85.47,113.11,85.25,334.25,24.15,14.59,27.78,0.53,4.13,9.18,4.68,5.38,10.18,0.93,15.17,3.91,2.52,,4.00,6.63,6.44,1.83,4.06,5.11,100.86,4.55,3.99,1.08,3.14,4.71,false
2024-03-18,2605.72,172.40,1329.57,1.47,2.27,25.59,6.04,2.13,9.40,3843.11,16597.00,508.46,594.59,1215.15,20507.46,2156.41,1755.38,459.87,1038.58,15.54,1379.46,1524.00,2.12,45.03,16.27,454.24,6.22,1829.12,4043.46,129.58,1802.80,10.12,143.04,52.86,17.75,11.51,18.03,56.49,86.77,59.87,352.98,16.31,17.66,13.12,0.36,6.30,10.05,5.50,6.43,11.96,1.06,16.48,4.82,2.77,,4.49,7.35,7.19,2.11,4.48,5.12,106.52,5.00,4.61,1.20,3.39,5.22,false
2024-03-20,1677.27,285.43,1575.75,1.65,2.13,26.89,5.57,2.33,8.29,4129.61,17449.20,475.55,468.96,1235.75,21714.76,5317.20,1679.38,426.70,973.07,18.91,1487.01,1368.04,2.49,4.03,18.76,562.87,7.00,1842.16,4538.63,131.26,1456.39,10.28,201.38,60.13,25.85,23.52,21.08,88.71,139.47,64.70,138.61,19.43,22.23,11.96,0.12,7.58,13.33,5.34,6.58,11.54,1.00,16.53,4.86,2.65,,4.11,6.83,6.67,1.88,4.23,4.78,104.95,4.67,4.31,1.08,3.03,4.79,false
2024-03-21,2359.37,192.32,1076.54,1.35,1.78,24.23,4.91,1.95,8.04,3527.57,15000.02,449.36,420.72,1087.35,19409.48,557.10,1448.11,388.16,943.57,15.90,1292.35,1348.85,2.01,3.11,19.18,461.18,5.75,1631.04,3713.84,116.95,1759.39,8.95,284.68,74.65,81.10,28.91,15.11,134.86,207.64,87.23,134.46,18.97,26.57,21.97,0.16,7.38,18.04,4.93,5.78,10.28,0.88,14.07,4.39,2.43,,3.73,6.36,6.11,1.75,3.80,4.22,103.83,4.20,3.94,0.95,2.80,4.36,false
2024-03-22,2471.10,331.13,1519.81,2.24,2.86,35.47,8.28,2.91,10.16,5291.24,22385.42,664.68,723.22,1655.56,28369.81,840.85,2255.20,552.00,1126.71,21.14,1902.93,1585.83,3.46,24.20,25.46,667.57,8.93,2277.75,5838.76,153.70,1764.49,14.32,215.91,74.50,29.02,21.07,27.20,102.67,138.33,90.18,362.99,31.62,24.48,21.33,0.17,7.36,15.35,7.22,8.72,14.92,1.45,21.17,6.59,3.61,,5.58,9.24,9.07,2.56,5.64,6.44,138.90,6.40,5.69,1.45,4.09,6.52,false
2024-03-23,1550.30,242.28,1092.10,1.53,2.17,25.43,5.44,2.17,1009.02,4266.66,17793.90,513.33,546.08,1693.19,22722.32,677.87,1767.89,448.88,996.84,14.40,1524.05,1300.03,2.04,168.55,17.78,465.63,6.25,1810.23,3983.87,121.98,1406.95,9.80,111.46,53.58,6.60,13.09,13.81,30.02,56.18,57.78,176.10,13.20,15.09,11.58,0.94,7.85,6.88,5.55,6.52,11.40,0.96,16.47,5.21,2.81,0.25,4.32,7.16,7.30,2.01,4.42,5.39,107.82,4.89,4.46,1.13,3.31,5.08,false
2024-03-24,1454.81,235.23,642.56,2.38,2.42,26.39,5.86,1.54,1007.48,1505.55,6183.69,134.44,653.64,1301.42,9198.16,7.06,752.62,147.29,889.58,8.55,579.99,870.42,1.50,214.46,20.66,351.92,6.60,1477.60,2690.33,168.25,2446.37,8.20,186.78,35.72,2.22,101.80,27.88,40.10,150.35,42.88,443.81,14.98,9.38,8.49,0.04,4.06,5.76,4.67,5.25,8.69,1.27,17.48,4.48,2.34,0.25,3.78,6.54,5.71,1.96,4.09,6.14,93.16,4.56,3.67,1.03,2.86,4.40,false
2024-03-25,1667.94,429.33,1599.42,1.95,2.24,23.31,5.96,2.42,1004.86,4104.90,17794.25,398.29,568.24,2061.00,23926.79,22.44,1689.69,449.03,561.51,16.58,1577.78,1304.62,3.17,169.77,23.69,662.86,10.43,1886.71,4829.56,121.35,720.27,11.76,182.55,72.30,21.92,19.36,25.18,72.48,105.52,76.60,84.68,17.88,26.55,9.90,0.07,10.54,15.93,5.02,6.80,11.36,1.01,15.99,4.82,2.57,0.25,3.80,6.50,6.23,1.63,4.14,4.88,101.53,4.73,3.93,1.07,2.90,4.47,false
2024-03-26,1604.81,429.36,2292.29,2.00,2.27,20.57,6.09,2.45,1002.91,4474.29,18963.92,368.63,587.26,2196.29,25809.28,23.19,1793.21,428.88,329.94,15.27,1710.27,1277.46,3.41,236.05,23.63,665.01,11.03,1798.25,4943.20,80.51,590.04,11.91,186.91,72.27,24.53,18.23,23.82,77.22,110.64,69.33,51.48,15.11,35.86,8.05,0.05,10.73,24.82,4.70,6.67,10.65,0.99,15.45,4.64,2.47,0.35,3.58,6.17,5.72,1.41,3.97,4.86,98.44,4.64,3.66,1.01,2.70,4.21,false
2024-03-27,1511.55,389.53,1587.69,1.49,1.76,21.68,4.72,1.87,1006.53,2984.87,13074.35,265.94,506.28,1611.12,18030.46,16.14,1280.98,330.04,757.43,16.04,1148.19,1428.21,2.67,170.79,24.44,529.26,7.94,1659.65,3729.30,126.85,2105.53,9.56,148.01,55.90,14.99,14.90,20.46,55.72,86.80,73.70,122.90,27.11,23.25,12.59,0.11,9.75,13.60,4.70,6.06,10.23,0.87,14.10,4.63,2.31,0.25,3.52,5.97,5.82,1.63,3.71,4.33,94.96,4.18,3.67,0.95,2.68,4.11,false
2024-03-28,1775.92,419.23,1336.08,1.96,2.21,19.87,5.78,2.28,1002.58,4474.32,19081.32,371.06,548.28,2166.16,26209.86,23.19,1842.71,429.00,295.14,18.14,1713.88,1465.78,3.01,171.22,31.40,621.93,9.98,1686.88,4602.81,94.82,1561.09,11.16,193.34,74.33,16.90,19.15,25.64,66.01,115.04,82.78,60.07,25.54,23.88,13.49,0.10,9.01,14.81,4.43,6.07,10.02,0.94,14.77,4.23,2.36,0.25,3.39,5.82,5.51,1.34,3.78,4.56,102.30,4.37,3.46,0.96,2.57,3.97,false
2024-03-29,1771.70,508.86,1903.19,1.49,2.18,23.03,4.78,1.90,1008.07,3514.75,15146.64,538.10,514.98,1626.74,20432.13,177.86,1531.39,307.05,816.86,20.14,1360.38,1597.07,2.84,169.11,24.30,595.01,7.56,1984.32,4087.76,120.07,1955.81,11.79,154.85,58.89,12.01,16.23,18.89,68.98,94.96,91.81,124.64,30.05,20.99,22.59,0.13,8.62,12.32,5.09,6.53,10.72,0.94,15.75,5.03,2.52,0.25,3.90,6.55,6.33,1.74,4.12,4.73,108.56,4.51,4.03,1.05,2.95,4.59,false
2024-03-30,1803.51,510.27,1856.52,1.57,2.15,26.79,5.35,2.36,1009.15,3252.90,14066.31,410.32,496.45,1506.17,16927.76,2880.69,1429.65,414.84,931.78,23.16,1163.77,1599.88,2.92,162.60,20.88,587.70,7.89,2025.41,4979.53,110.86,3076.81,10.77,187.77,65.12,13.84,32.83,23.30,66.10,120.21,87.94,137.86,34.65,22.13,18.03,0.12,7.94,14.02,5.16,6.64,11.07,0.97,16.03,5.14,2.47,0.24,3.90,6.36,6.12,1.78,4.01,4.43,105.42,4.30,4.04,1.00,2.89,4.59,false
2024-03-31,1726.36,282.76,1198.48,1.37,1.76,19.26,4.57,2.04,1005.98,3442.68,15193.27,490.72,453.25,1479.24,18883.42,1519.00,1524.52,461.85,554.85,14.75,1241.30,1393.48,2.25,170.20,29.74,427.03,6.65,1587.83,3859.22,82.96,1973.07,9.18,185.90,58.49,16.98,15.44,19.62,79.38,124.13,80.62,83.85,19.49,17.86,18.81,0.09,7.65,10.23,3.95,5.03,8.68,0.74,11.90,3.85,1.97,0.25,2.98,4.92,4.84,1.29,3.11,3.68,92.87,3.49,3.10,0.79,2.17,3.51,false
2024-04-01,2093.11,293.05,1394.10,1.42,1.59,19.10,4.44,1.88,1005.69,3061.35,13428.70,429.65,439.43,1381.21,16962.15,486.92,1322.48,411.38,589.27,15.19,1125.15,1257.12,2.20,167.67,34.83,439.70,7.01,1483.79,3370.22,89.92,2703.98,8.72,243.34,63.50,13.18,14.28,29.58,87.86,177.55,95.47,88.83,25.39,17.53,12.98,0.20,8.01,9.50,3.93,5.02,8.29,0.71,11.54,3.80,1.90,0.25,2.90,4.80,4.67,1.28,3.06,3.57,94.45,3.39,3.04,0.77,2.16,3.42,false
2024-04-02,1820.02,400.54,1366.82,1.72,2.22,24.05,5.50,2.49,1007.56,3784.62,16819.89,564.89,526.86,1631.43,20856.91,602.92,1703.99,537.06,700.28,19.93,1376.16,1663.86,2.93,168.59,21.75,593.59,8.69,2051.53,4440.55,116.59,1922.68,11.84,195.80,67.36,29.22,18.09,27.46,93.05,123.96,83.58,104.60,26.13,27.31,16.53,0.07,11.05,16.18,4.93,6.58,10.95,0.95,15.04,4.82,2.45,0.25,3.74,6.20,5.92,1.65,3.95,4.50,108.66,4.37,3.86,1.01,2.72,4.41,false
2024-04-03,1843.13,365.47,1348.38,1.61,1.98,21.36,5.31,2.45,1006.07,3774.82,16180.54,564.06,489.52,1601.26,19667.03,602.92,1629.08,552.00,555.28,16.95,1365.08,1506.92,2.85,168.41,23.22,572.03,8.63,1882.72,4790.29,116.05,2025.48,11.09,221.72,67.10,22.67,16.57,51.72,111.08,150.29,79.36,83.85,23.98,28.23,14.58,0.34,11.73,16.21,4.40,5.92,9.84,0.89,13.60,4.31,2.22,0.25,3.35,5.55,5.25,1.45,3.57,4.12,99.34,4.01,3.45,0.93,2.45,3.96,false
2024-04-04,2212.79,288.43,2330.04,1.35,2.83,30.78,7.65,2.56,1012.91,3010.80,12551.57,469.92,1109.81,1443.57,15688.77,481.93,1528.94,411.98,1325.75,18.56,1079.76,1532.00,2.19,254.71,25.45,493.63,6.14,2236.34,4123.87,193.75,3445.01,26.01,170.59,49.80,15.75,11.35,15.51,57.28,117.68,100.03,848.11,34.11,23.53,19.31,0.14,9.29,14.11,6.85,7.80,13.90,1.45,18.30,6.22,3.23,0.25,5.35,8.75,8.64,2.76,5.26,5.79,134.02,6.17,5.42,1.33,4.04,6.16,false
2024-04-05,1967.07,354.29,1661.42,1.37,2.21,24.49,5.54,2.46,1007.38,4519.82,18255.72,604.73,555.05,1737.12,21815.46,10140.99,1839.75,515.11,701.14,20.40,1612.07,1701.12,2.64,169.43,27.27,532.61,7.24,1911.50,4585.55,99.98,2013.61,25.55,208.25,66.59,14.49,13.78,15.41,76.45,138.98,83.03,109.40,28.76,19.15,16.45,0.12,8.11,10.90,4.71,5.68,10.23,0.90,14.71,4.56,2.37,0.25,3.56,5.83,5.82,1.52,3.72,4.50,112.22,4.21,3.72,0.96,2.64,4.17,false
